"score","review","writer","datetime"
"6","앞부분 한시간만 참으면 뒷부분 한시간에서 보상이있음  ","JENNIE(mspk****)","2019.07.04 18:12"
"10","관람객넘 재미있고 즐거운 영화 잘 봤네요----  ","wolf****","2019.07.04 17:55"
"8","관람객액션이나 코믹한 부분들은 전작들에 비해 많이 떨어지지만, 쿠키영상이 다 커버  ","love****","2019.07.04 17:48"
"10","스파이더맨은 스파이더맨만의 재미가있다  ","uago****","2019.07.04 17:33"
"10","진짜 잘만들엇음 존잼 쿠키영상 꼭 보셈  ","파이리(kang****)","2019.07.04 17:28"
"6","영화 20분남기고 메가박스 정전으로 환불 .. ㅋㅋ 재미는 있었지만 이부분이 넘 아쉽네요ㅜ  ","김율(yul1****)","2019.07.04 17:05"
"6","관람객스파이더맨의  성장기를 잘봤습니다  ","칸(vkdn****)","2019.07.04 17:00"
"10","너무 귀여운 우리 스파이디♡♡  ","민유진(miny****)","2019.07.04 16:02"
"10","오프닝 개 감동!!! 꼭 봐야함  ","keun****","2019.07.04 15:59"
"9","관람객마블은 항상 신선함을 선사하네요  ","mack****","2019.07.04 15:57"
"10","관람객진짜 재밌어요ㅠㅠㅠㅠ  ","하늘(seoh****)","2019.07.04 15:54"
"10","관람객엄청재밋고 시간가는줄몰랐네요  ","빵중밍(pjjm****)","2019.07.04 15:43"
"10","관람객쿠키영상까지 아주 잼났어요..재밌고 풋풋하네요.  ","with****","2019.07.04 15:36"
"10","관람객쉬어가는 킬링타임용 영화  ","공주(dpwn****)","2019.07.04 15:36"
"10","관람객시간가는줄  몰랐고 너무 재밌엇어요  ","현정(2660****)","2019.07.04 15:35"
"10","나도 토니가 보고싶어ㅠ  ","헤교(fres****)","2019.07.04 15:31"
"10","토니스타크는 항상 마음속에  ","dafabkjdlkfdksajl(pds0****)","2019.07.04 15:29"
"10","너무너무재밋어요. 알라딘보다재밌다고느꼈어요저는  ","블링블링마녀(redt****)","2019.07.04 15:05"
"10","마블의 10년을 정리할 겸 보러 갔다가, 새로운 10년을 소개받고 온 느낌  ","류현진(ohmy****)","2019.07.04 14:59"
"10","여윾씨 스파이더맨이다!  ","김상균(maro****)","2019.07.04 14:57"
"7","레드제플린 나올때 소름돋음  ","노는아이(noak****)","2019.07.04 14:57"
"10","그냥 울다 웃다 놀라다 2시간내내 너무 행복했어요개인적으론 마블시리즈중에 스파이더맨이 제일 좋습니다!아이언맨이 피터파커를 얼마나 아끼는지 충분히 느낄수있는 영화자막이 왜이리 맛있나 했더니 번역이 크쿠키는 끝까지 꼭봐요  ","camellia(dldb****)","2019.07.04 14:53"
"10","김토미 사랑해...니 얼굴만 봐도 재밌는데 액션도 재밌네^*^  ","슈팅스타(elev****)","2019.07.04 14:53"
"10","톰홀랜드 스파이더맨 파커피터 찌리링 최고  ","콩하나(puha****)","2019.07.04 14:51"
"9","톰 홀랜드만의 스파이더맨 스타일과 마블의 영화구성 능력이 만나 더욱 날렵해지고 스케일이 커졌다 캐릭터들 간의 케미 또한 상승하였다 다만 마블의 빠른 전개가 아쉬웠지만 스파이더맨의 희소성을 생각하여 마블만의 스파이더맨을 유연하게 보여준것으로 여겨진다.  ","노마디즘(ejaq****)","2019.07.04 14:50"
"10","vlxjWlflflt?  ","박경민(pkmi****)","2019.07.04 14:47"
"10","구이ㅕㅇ웡~!~~!!!  ","265623(qhal****)","2019.07.04 14:39"
"10","중후반부 피터와 해피의 수트와 음악 장면 하나만으로도 마블 팬에게는 크나큰 선물이었다.  ","여울이(yeou****)","2019.07.04 14:35"
"10","영화 끝나고 끝까지 앉아계세요. 진짜 심각한 장면을 못 보고 떠나는 관객들. 다음 편 예고가 진짜 충격적. 원작과 다르지만 재미있는 스파이더맨 영화.  ","77(comp****)","2019.07.04 14:35"
"10","영화 끝나고 끝까지 앉아계세요. 진짜 심각한 장면을 못 보고 떠나는 관객들. 다음 편 예고가 진짜 충격적. 원작과 다르지만 재미있는 스파이더맨 영화.  ","77(comp****)","2019.07.04 14:35"
"10","관람객홈커밍에 이어서 꼭 봐야할 스파이더맨 영화  ","박미화(arna****)","2019.07.04 14:26"
"10","소년에서 남자가 되어가는 스파이더맨  ","온카(deuf****)","2019.07.04 14:25"
"10","토니가 보고싶어지는 영화  ","아몬드봉봉(shin****)","2019.07.04 14:24"
"10","관람객재미있었어요.아주  많이  ","bull****","2019.07.04 14:23"
"10","1보다 더 재밌게 봄.중간중간 유머도 너무 좋음  ","티앤미미(kens****)","2019.07.04 14:18"
"10","스크린X로 봤더니 홀로그램 장면이랑 마지막에 런던 액션 장면 진짜 쩔었음!!ㅋㅋ  ","imji****","2019.07.04 14:17"
"10","너무너무너무 너무너무너무 너무너무너무 재밌음  ","보라빛향긔(rudd****)","2019.07.04 14:17"
"10","앞으로의 행보들에 대해 과하지도 않았고 여태까지 작품들에 견주어봐도 부족하지 않았다.  ","dhdgod(dldm****)","2019.07.04 14:15"
"8","존잼이에요 역시 톰홀랜드 ㅠㅠㅠ  ","DoNY(ldh9****)","2019.07.04 14:13"
"9","스크린X로 보고왔는데 진짜 최고다.... 마지막에 런던 다리에서 싸우는 장면이 특히 지림  ","김예지(augu****)","2019.07.04 13:59"
"10","어제 보고 왔어요. 액션이 끝내 줍니다!  스파이더맨은 이번 편이 최고!!  ","준찡(zunz****)","2019.07.04 13:57"
"10","피터미셸이 우리의 미래야ㅠㅜ  ","꾸미뀨(hyb8****)","2019.07.04 13:57"
"10","난 원래 스파이더맨 덕후  ","MG(suga****)","2019.07.04 12:45"
"10","스파이더맨 찌리릿!!!  ","디카카카프리옹(pgi7****)","2019.07.04 12:08"
"10","일본 불매운동 한다더니 소니가 판권 가지고 제작 배급하는 이 영화는 왜 봐요??  ","딱딱딱(zkdn****)","2019.07.04 12:07"
"10","이영화는 보이스피싱 예방에 딱 적합한영화이다.금강원은 본 영화 교보재삼아 교육하세요ㅋㅋ  ","폴로(newh****)","2019.07.04 12:03"
"10","토니 스타크는 죽어야 한다  ","Lester(jone****)","2019.07.04 02:27"
"10","띵작..두번보고싶다  ","김우석(dntj****)","2019.07.04 01:13"
"10","기대안하고 봤다가 통수제대로맞음. 진부한 히어로물을 피해 4차산업혁명시대에 맞춘 영리하고 젊은 감각의 영화. 스파이더맨의 나이에 맞게 하이틴감성을 살짝 가미한것도 딱좋았음.  ","오리이(leew****)","2019.07.04 01:09"
"10","비행기에서  해피가  피터 흐뭇하게 바라볼때 나도 겁나 흐뭇하게 바라봄  ","으메(dino****)","2019.07.04 01:07"
"10","아아 당신이 그립습니다 토니  ","dora****","2019.07.04 01:03"
"10","로맨스, 액션, 드라마  ","Aguero ooo(cjkp****)","2019.07.04 00:54"
"10","퍼펙트하다앞으로 나올 마블영화들이 더 기대된다  ","행복이 가득한 화 남(thes****)","2019.07.04 00:51"
"10","보면서 아이언맨이 계속 생각이나서 슬프더라구요스파이더맨 옆에 계속있어주는거같아서요  ","김예림(3753****)","2019.07.04 00:49"
"10","개좋아 개좋아 개좋앙 ㅠㅠㅠㅠ  ","맑은체리(thgu****)","2019.07.04 00:15"
"10","스파이더맨까지 대박 ㅋㅋㅋ  ","미니민(ldm0****)","2019.07.04 00:08"
"10","토미액션씬이 많아서 너무좋았고앞으로도 오랫동안 톰홀랜드가 스파이더맨 해줬음 좋겠네요ㅜㅜ 인생영화라서 3번봅니다ㅜㅜ  ","ONG RYU YOON(khy1****)","2019.07.04 00:08"
"10","관람객스파이더맨 파프롬홈이 MCU 페이즈3 마무리 영화인 것은 이유가 있었다  ","MYRG이준우(thej****)","2019.07.03 23:46"
"10","너드버전 mj 매력덩어리  ","모티브MJ(mjwo****)","2019.07.03 23:45"
"10","역시나의최애 피터,역시실망이란단어는꺼낼수없는완벽이었다.또보고또또보고싶은영화...♡  ","김수진(ssu_****)","2019.07.03 23:44"
"8","베를린 환영씬에서 닭살 오졌다..!  ","rlaf****","2019.07.03 23:43"
"10","액션 쿠키 대박입니다....  ","mini****","2019.07.03 23:38"
"8","페이즈4의 마무리라고 하는데 그닥 마무리를 해주는 느낌은 없음. 마블에서 왜 그런말 했는지 이해안된다. 그냥 아이언맨의 대한 거론횟수가 잦은 기분일뿐. 그래도 미스테리오역의 제이크 질렌할 연기는 역시 훌륭했다.  ","dolfel(qhd5****)","2019.07.03 23:34"
"10","ㅋㅋ역시 재밌긴하군 스파이더맨  ","서연(j___****)","2019.07.03 23:31"
"10","내가 영화를 보면서 이렇게 가슴 뛰며 본 영화는 이 영화가  처음이다.아직 안보신 분들 꼭 추천 드립니다.둘 번 본 사람은 있어도 한번 본 사람은 없을 거 같은 영화입니다.참고로 저도 또 보러 갈 겁니다  ","장두혁(ruch****)","2019.07.03 23:31"
"10","역시 마블... 믿고 봤다. 그런데 쿠키 머임... 헐..  ","위드(aste****)","2019.07.03 23:27"
"10","존잼이에요 김토미 사랑해  ","ii(ghkd****)","2019.07.03 23:26"
"9","어벤저스 이후의 이야기가 이어져 아쉬움을 달랠수 있었고 토니스타크가 함께하는 기분이 들어 좋았다.  ","더블책(russ****)","2019.07.03 23:22"
"7","하이틴무비와 히어로무비의 딜레마. 쿠키영상 빼면 글쎄~  ","세계최강(nba1****)","2019.07.03 22:46"
"10","볼만합니다~ 쿠키영상 2개니까 꼭 보고나오시길  ","goem****","2019.07.03 22:06"
"10","안보면 후회합니다 꼭 보세요  ","윤효진(hyoj****)","2019.07.03 22:04"
"6","히어로와 청춘물의 균형잡힌 성장.  ","LP(ogr5****)","2019.07.03 22:03"
"10","하..피터 파커 너무 귀여어ㅠ  ","ㅇㅇ(znsf****)","2019.07.03 22:02"
"8","분위기 가볍게 가고 마블 유니버스 끌고 가는건 좋은데 잘 진행되던 영화가 연예질 떡밥 나올때마나  분위기가 축축 처지는거 같다 그거 빼곤 마블 유니버스에서 확실히 한자리 잡은듯허다 괜찮다  ","보노보노(skbj****)","2019.07.03 22:01"
"10","보길잘했어 안보면 후회할뻔.... 중간중간 울컥  ","마이쮸(ghdi****)","2019.07.03 21:57"
"10","영원히 고통받는 피터파커  ","서연(a1as****)","2019.07.03 21:55"
"10","빌런이 좀 밋밋한 감이 있었지만, 특수효과의 전문성과 인물간의 관계에서 나오는 웃음포인트가 인상깊었습니다.  ","bm83****","2019.07.03 21:53"
"10","굿뜨입니다 굿뜨입니다  ","rose****","2019.07.03 21:51"
"8","관람객으악..  이렇게 사람을 낚을줄이야 재미나게 잘봣습니다^^  ","눈리신이갑(ieho****)","2019.07.03 21:50"
"10","스파이더맨짱짱짱지빵짱  ","ㅎㅍ빠(jjin****)","2019.07.03 21:47"
"10","너무너무너무 재미집니다 다시또보고 싶은영화  ","rlat****","2019.07.03 21:45"
"10","그저빛 ...재밋네요  ","흑곰(pjh_****)","2019.07.03 21:38"
"10","스파는 역시 자기가 직접 만들어야 스파지 그리고 유투버들은 x잡고 반성해라 멀티버스 ?미스테리오가 뭐 히어로 어디서 개소리를 그래도 영화는 스파애니 영화중에서 재미있었음  ","대한몽국(ansr****)","2019.07.03 21:31"
"10","역시..믿고보는..크흙  ","Pepsi(pjjj****)","2019.07.03 21:27"
"10","스파이더맨..파 프롬 홈  ","cldn****","2019.07.03 21:24"
"10","친절한 이웃 스파이더맨의 성장과 새로운 마블의 시작  ","효정(yhj0****)","2019.07.03 19:55"
"10","관람객여주는 리즈에서 리즈 친구로 바뀐건가?  ","아이엠그루트(ldbz****)","2019.07.03 18:11"
"10","토니가 뿌린 씨앗이 이리도 많을 줄이야...  ","crym****","2019.07.03 18:02"
"10","너무 재밌다!!!! 아직도 토니가 생각나지만.. 앞으로 기대  ","yooooD(vdbo****)","2019.07.03 17:58"
"10","와.. 내생에 최고인 피터가 바낄수도 있음 ㅎ  ","이동석(best****)","2019.07.03 17:57"
"10","세련된 악당과 영웅 초년생의 멋진 성장기  ","좀비사과(diab****)","2019.07.03 17:12"
"9","볼만해요 꼭 극장가서 보세요  ","suks****","2019.07.03 17:10"
"10","관람객Peter tinkle?  ","보현(rea0****)","2019.07.03 17:08"
"8","시간가는줄 모르고 봤습니다. 정말 잼나여~~  ","jeoniltae(food****)","2019.07.03 17:08"
"10","보는내내 웃었네요스파이더맨으로 톰홀랜드 아닌 다른사람은 상상할수 없어요~~  ","아트플레이어(grac****)","2019.07.03 17:06"
"10","2개의 쿠키영상... 또다른시작  ","깡이(love****)","2019.07.03 17:04"
"10","왓더 뻑!!!  (미스테리오에게 하기 딱 좋은 말)  ","모건영(spid****)","2019.07.03 17:03"
"10","사랑해요 톰 홀랜드(하트)  ","dlco****","2019.07.03 16:58"
"10","그냥 보면서 내내 소름돋음 너무 재밌음 ,,아이언맨 다시 돌아와줬으면 ㅠ  ","꽃쩡이(dkdl****)","2019.07.03 16:56"
"10","스파이더맨이 아이언맨 슈트를 입으면 아이언맨이에요 스파이더맨이에요?  ","zero****","2019.07.03 16:55"
"10","마블은 나를 빠순이로 만들어....  ","하성(l_ha****)","2019.07.03 16:54"
"10","관람객쿠키영상 두개 다 보세요하나만 보고 나간 사람들 후회할듯  ","ha1j****","2019.07.03 16:54"
"6","스파이더맨 넘 귀여웡!!♥♥  ","Su(yhs4****)","2019.07.03 16:52"
"10","역대급같은... 근데 스파이더맨은 영원한 고딩.. 원작 범위를 벗어나지 않으려면..  ","엑스트라232(joju****)","2019.07.03 15:49"
"8","피터가 좀더 새로운 슈트를 보여 주길 바랬다.  미스테리오는  에상밖인물 드론 조종사 내용이 아쉽다.  ","chot****","2019.07.03 15:48"
"10","관람객최고의 영화! 쿠키영상은 충격적이었지만 쿠키영상 조차도 허투루 만들지 않는 마블!!! 또 보고 싶어요  ","규썬(ck31****)","2019.07.03 15:47"
"10","관람객피터파커가 진정한 히어로로 거듭나게 되는 영화!  ","Ju Yun Kim 김주윤(juyu****)","2019.07.03 15:47"
"10","귣ㄱ잼써용국ㄱㄱ귣귣 ㄱㄱㄱ  ","kms8****","2019.07.03 15:47"
"10","재밌었어요~!! 1세대 어벤저스가 그립기도 하구요  ","권정아(fall****)","2019.07.03 15:47"
"9","인터뷰 이제 안믿으면 될듯 ㅋㅋ  ","쏘지마님(sson****)","2019.07.03 15:46"
"10","관람객쟈밋어요 스파이더맨 짱  ","루이지미사일(wjdr****)","2019.07.03 15:44"
"9","은근 빵터지는 요소들이 많아 재밌게 봤습니다. 전 작품들 보고 이해하고 가면 더 좋을 것 같네요.  ","밍디(rrsn****)","2019.07.03 15:43"
"7","톰의 성장스토리..다음 시리즈가 기대됩니다.  ","어머(yoon****)","2019.07.03 15:37"
"10","진짜 토미는 너무 귀엽고 영화는 너무 재밌다  ","이수빈(lsbl****)","2019.07.03 15:19"
"10","잘 만들었네 전작보다 훨 재밌고 완성도있었다  ","ussjdjdis(tony****)","2019.07.03 15:19"
"6","스포성 댓글을 남겨보자면 두마디만 할께요..1.캡아는 저걸 어떻게 던지냐...(닉퓨리대사)2.AR은 허망한 허구  ","joshykang(josh****)","2019.07.03 15:13"
"10","관람객역시 마블영화는 말이필요없네여  ","사스케(sskk****)","2019.07.03 15:11"
"9","관람객역시 믿고보는 마블, 흥미진진한 영화  ","라인(noel****)","2019.07.03 15:11"
"10","존잼이다ㅠㅠ 쿠키2개 진짜 충격  ","떠뇨(choi****)","2019.07.03 15:06"
"10","관람객재밌어욥재밌어욥!!  ","시나래(dong****)","2019.07.03 15:06"
"9","관람객중반부터 끝까지 뭐가 진짜인지 의구심을 갖고 봤네요ㅋㅋ 킬링타임용으론 쵝오! 쿠키2개 다 보세요~  ","후니후이(sias****)","2019.07.03 14:59"
"10","진짜 역대급 이다 인피니티워 이후로 항상 마블영화 우울했는데 오랜만에 활기차고 진짜 최고임  ","0367****","2019.07.03 14:57"
"10","ㅇㅇㅇ라ㅏㄴㄴㄸ덩ㅎㅎ  ","story(dlwl****)","2019.07.03 14:51"
"10","관람객톰 홀랜드 팬이라 그런지 보는내내 즐거웠음  ","웅웅웅(dhyu****)","2019.07.03 14:48"
"10","마지막에 너무 답닺갖갖닺 스토리  ","qorq****","2019.07.03 14:46"
"10","관람객피터 넘 귀여워ㅠㅠ 다음 편 빨리 나오면좋겠다  ","gh9313(gihw****)","2019.07.03 14:33"
"10","재밌다ㅠㅠ 멋있오!!  ","지니지니진(jinz****)","2019.07.03 14:33"
"10","피터만큼 스파이더맨을 잘표현하는 사람이 있을까?너무  무겁지않은 곳곳에 유쾌함도있고 데드풀이나 스파이더맨 같은마블 너무좋다!  ","명블리(fhd5****)","2019.07.03 14:30"
"9","마블 시리즈는 진짜 좋네요~ 스파이더맨도  잘 키우는 재미 같이 응원해주는 재미  ","무스타파 쉐프(moro****)","2019.07.03 14:25"
"10","너무 유쾌하고 재미있게...감동동은 덤..영화보는 내내 행복했습니다!시간가는줄도 모르게 영화에 집중되었네요ㅎ  ","핵노잼 쯧쯧(skhj****)","2019.07.03 13:54"
"10","ㅎㅎ 재밌네요 쿠키 꼭보세요  ","Cct(cct8****)","2019.07.03 13:52"
"7","믿고 즐기는 마블 유니버스!  ","세눈이(kiba****)","2019.07.03 13:49"
"10","토니 보는 눈 하나는 진짜 정확하다니까. 피터 사랑해  ","PILIT(kws0****)","2019.07.03 13:47"
"10","토니 스타크의 피터 파커사랑이 아름답다  ","최정윤(choi****)","2019.07.03 13:44"
"10","관람객재밋엇음 또보고싶다 다음편 언제나오냐  ","HSW(hsw2****)","2019.07.03 13:44"
"8","재미있음 ㅇㅇ 근데 엄청까진 아니고걍 시간때우기 좋은듯  ","찌질이(stab****)","2019.07.03 13:23"
"8","관람객시간가는줄 모르고 봤네요^^♡  ","la75****","2019.07.03 13:21"
"6","관람객액션은 좀 지루했지만 엔드게임보다 더 좋았다. 토니 스타크 없었지만 아이언맨이 너무 많았다. 스파이더맨이 충분하지 않았다..  연기 = 좋다이야기 = 별로  ","Myles Cadle(myle****)","2019.07.03 13:19"
"8","조조로 보고 왔는데 재밌네용 ㅋㅋ  ","Liberty(libe****)","2019.07.03 12:35"
"8","관람객데일리 뷰글 편집장님 19년째 승진못하시는중 ㅠㅠㅠㅠ  ","윤후명(kyho****)","2019.07.03 12:35"
"10","토니가 보고싶어지는 영화  ","뛰어난미모(sosa****)","2019.07.03 12:26"
"10","역대..최고의 영화드  ","수(soov****)","2019.07.03 12:01"
"10","영상미가 엄청 화려하고 멋짐!! 스파이더맨도 내가 좋아하는캐릭터라 굿굿!! 다만 조금유치하게 느낄수도있지만 화려한 영상미랑 풋풋한 스파이더맨의 사랑에 초점을봐서 재밌었음  ","가글가글(cjk1****)","2019.07.03 12:00"
"10","대박  피로회복제 마블영화 이번에는 더 재미남  ","베그(sork****)","2019.07.03 11:59"
"10","피터찌리릿 재밌었지만 쿠키영상보고 엄청 화났던 영화  ","jkl5****","2019.07.03 11:54"
"10","피터 찌리릿 귀엽잖앜ㅋㅋㅋㅋ  ","호랑이(mong****)","2019.07.03 11:53"
"10","믿고보는 마블, 해피는 귀엽고, 역시 토니의 눈은 틀리지않앗다  ","RR(craz****)","2019.07.03 11:53"
"10","관람객역시 마블은 항상 나에게 기대이상으로 만들어버린다구!  ","이름없는녀석(nona****)","2019.07.03 11:52"
"10","쿠키에서JK 시몬스 나올 때 소름돋음...  ","VEIDT(live****)","2019.07.03 11:46"
"10","역대 가장 충격적이었던 쿠키 영상 2개  ","sill****","2019.07.03 11:46"
"10","관람객최고에욜역시스파이더맨  ","김병철(adh8****)","2019.07.03 11:44"
"10","재미있게 봤어요~~~  ","혼밥백선생(dlru****)","2019.07.03 11:44"
"10","관람객정말 재밌게 봤습니다. 강추합니다!!  ","gkeh****","2019.07.03 11:39"
"9","홈커밍의 감동은 없지만 더 화려하고 더 웃겼다.  ","qmff****","2019.07.03 11:38"
"9","관람객진짜 재밌게 봤습니다!  ","TheReds25(25km****)","2019.07.03 11:38"
"10","연출,영상 역대급!!  ","vn_n****","2019.07.03 11:33"
"8","관람객재밌는데 짧아서 아쉽 ㅜㅜㅜㅠ  ","pw56****","2019.07.03 11:31"
"10","확실친 않지만 톰 홀랜드가 총 9편의 단독영화를 계약했다는 말이 있는 거 보니 베놈과 크로스오버한다는 것도 가능하겠네 ..  ","jhjo****","2019.07.03 11:30"
"10","스파이더맨: 파 프롬 드론  ","김토미(rlax****)","2019.07.03 11:29"
"10","스파이더맨: 파 프롬 드론  ","김토미(rlax****)","2019.07.03 11:29"
"10","연출과 스토리가 기가 막히네 쿠키영상까지 완벽한 두시간 이였다  ","베스티유지(park****)","2019.07.03 11:29"
"10","토니스타크 아이언맨 나오지않아도 꽉 찬 존재감ㅠ스파이더맨과 같이 그리워 눈물났음ㅠ 이제 토니가 없는 스파이더맨의 성장기와 볼거리 늘 실망시키지 않는 믿보마블  ","하얀눈(auro****)","2019.07.03 11:27"
"10","아이언맨을 차세대로 넘겨주는 영화  ","시험시러(rhtm****)","2019.07.03 11:25"
"10","역대 스파이더맨 시리즈중 최고의 영화, 이 영화는 미쳤습니다. 구성 연출 연기력 모두 최고입니다. 특히 쿠키영상 보고  전율이 돋았습니다. 그냥 미친영화. 제이크 질렌할 역대 최고의 캐릭터 박수를 보냅니다  ","모피어스(upup****)","2019.07.03 11:20"
"9","관람객마블의 새로운 시대를 시작하는 영화라는데... 그냥 마블스러웠다.  ","유무(ysyz****)","2019.07.03 11:19"
"10","너무 재밌었어요 ㅎㅎ 다음 편 빨리 나오면 좋겠습니다!!  ","제논조아(gree****)","2019.07.03 11:17"
"8","시간 보내기 좋습니다 ..  ","판타지(nemo****)","2019.07.03 11:15"
"8","유두버들 임마들아~ 멀티버스같은 소리하고 있네..  ","상구엄마(youd****)","2019.07.03 10:09"
"9","쿠키까지 꼭!  챙겨봐야~  ","잿빛비상(gray****)","2019.07.03 09:51"
"9","제이크 질렌할은 나이트크롤러. 옥자에 이어 여기서도 티비쇼에 미쳐 날뛰는군  ","hdr3****","2019.07.03 09:50"
"9","관람객쿠키영상 두개 다 보세요  ","이승규(ange****)","2019.07.03 09:39"
"10","1편보다 재밌음 쿠키굿  ","의대(dmle****)","2019.07.03 09:30"
"10","관람객스파이더맨 만의 분위기가 있어요 보는 내내 기분좋고 행복했고 재미있었습니다!  ","minsun82(qkdw****)","2019.07.03 09:29"
"10","재미있어요시간이 후딱또  볼의향있음강추  ","chor****","2019.07.03 09:29"
"8","특별출연 : 백승호....  ","이상철(lees****)","2019.07.03 09:25"
"10","관람객피터 찌리릿 ㅋㅋㅋㅋ 피터 귀여워요  ","갓정미(sexy****)","2019.07.03 09:22"
"10","개인적으로 스파이더맨은 토비 그런데 톰홀랜드도 그다음으로 잘 어울린다  ","4715****","2019.07.03 09:22"
"10","관람객이제 두번만 더보면 되겠다  ","라온맘(cool****)","2019.07.03 09:20"
"10","관람객개인적으로 마블영화 중 최고  ","wk25(swk0****)","2019.07.03 09:17"
"10","미스테리오를 풀어가는 각본의 영리함에 놀라고기대 이상으로 찰진 액션에 취한다.  ","소중한별봄(kili****)","2019.07.03 09:16"
"10","관람객욕시 잼나유 ㅎㅎ 담편도 빨리 나왔으면  ","허두왕님(cky4****)","2019.07.03 09:01"
"10","개인적으로 토비의 스파이더맨도 2가 재밌었은데 이번편도 2가더 재밌네..  ","뚱이(dkfo****)","2019.07.03 09:00"
"10","관람객진짜 최고였어여ㅋㅋㅋ친절한 이웃에서 한걸음 더!!  ","후비안닥덕후(kore****)","2019.07.03 08:59"
"10","관람객넘 잼께 봤어요 !!허허  ","호호호(4959****)","2019.07.03 08:57"
"10","관람객역시 마블이란말밖에 안나온다 최고의 스파이더맨영화  ","reds****","2019.07.03 08:54"
"10","두시간이 호다닥!!!  ","스포달(ayy1****)","2019.07.03 08:52"
"9","관람객다음화가 기대되네요~  ","ppul(bear****)","2019.07.03 08:50"
"10","피러파커 ㅠㅠㅠ 성장통 영화. 넘 재밌었어요~  ","성희펭(park****)","2019.07.03 08:50"
"10","쿠키영상 두개 다 보세요  ","행복(0130****)","2019.07.03 08:48"
"10","반전의 반전이 거듭되는 찌리릿한 영화입니다  ","캐니언(chs2****)","2019.07.03 08:45"
"10","Peter tingle !!!  ","qkrt****","2019.07.03 08:43"
"10","관람객너무 재밌음. 쿠키 영상 2개  ","피자(fah2****)","2019.07.03 08:42"
"10","꿀잼이다ㅎㅡㅎ 꼭 보세요  ","kyun****","2019.07.03 08:40"
"10","하...아이언맨이 빠진 어벤져스의 문제점을 정확히 드러낸 영화였고, 피터파커가 세상을 구한 영웅이지만 아직은 미성숙한 10대라는걸 제대로 표현한 영화였다, 성장스토리도 완-벽,  ","thdg****","2019.07.03 08:39"
"10","홈커밍보다 액션씬도 많아져서 좋다 톰홀랜드 연기 너무 잘하고 귀여움♡  ","자몽(qlrq****)","2019.07.03 08:39"
"10","관람객스파이디 사랑해 ㅜㅜ 3도 기다릴게  ","상상본드(csm0****)","2019.07.03 08:38"
"10","마지막 전투씬이 좋았습니다.  ","엘리(sent****)","2019.07.03 08:38"
"10","영상미가 좋으며 시리즈중 액션씬이 제일 나음  ","조두한(blue****)","2019.07.03 08:26"
"8","관람객뻔했지만 뻔하지만은 않았던 이야기  ","Figurenix(kdhk****)","2019.07.03 08:25"
"8","관람객여전히 귀엽고 아기자기한데 훨씬 더 똑똑해지기까지  ","slim****","2019.07.03 08:24"
"10","재밌게봤어요 유쾌한영화~  ","김동현소장(kkmj****)","2019.07.03 08:23"
"10","관람객스파이더맨 팬이라면 이유불문 꼭 보세요!  ","과니(kimb****)","2019.07.03 08:21"
"10","와우 역시 마블은 마블이다  ","순초리(ksc3****)","2019.07.03 08:12"
"10","""기생충""이 초인종 부분부터 장르가 바꼈다면,""파프롬홈""은 mj의 밀행으로 장르가 바뀐다.식스센스급 반전 영화인듯 ㅋㅋ  ","a성투z화이트샤크(necr****)","2019.07.03 08:10"
"10","찐짜찐짜 재밌다 시간순삭스  ","이성민(dltj****)","2019.07.03 08:09"
"9","마블과  또  찌리릿 해버렸다... 역시 마블 그리고  스파이더맨  ","순수소년(otu2****)","2019.07.03 08:06"
"9","영웅은 만들어지는것 피터의 성장기  ","mylo****","2019.07.03 07:58"
"8","관람객깊게 생각하지말고 보세요  ","악귀(bhsb****)","2019.07.03 05:27"
"10","관람객마블은 진리다. 쿠키영상 2개굿  ","뚝심TV(ttuk****)","2019.07.03 04:37"
"10","스파이더맨의 새로운 전설  ","김영감님(ky10****)","2019.07.03 03:57"
"10","피터! 넌 잘 할것이야!!그나저나 아이언맨 아니 토니 스타크가 보고 싶다!  ","rook****","2019.07.03 03:46"
"10","한줄요약 : 멀티버스는 훼이크다 이새끼들아  ","놀고먹고싶어요(zbpe****)","2019.07.03 03:34"
"10","토니의 뒤를 잇기에 부족함이 없는 우리의 다정한 이웃 ~~~ 개인적으로 마블 모든 솔로무비중 가장 재밌었다  ","운똥(dnst****)","2019.07.03 03:29"
"10","너무너무너무너무너무너무너무 잼쓰  ","kpj(ekdt****)","2019.07.03 03:16"
"10","큰스크린에서 봐야 재미있어요. 새로운컨셉으로 접근해서 신선했어요. 재미있었어요  ","star****","2019.07.03 03:11"
"10","관람객와 진짜 너무너무 재미있었어요!!!! 처음부터 끝까지.. 끝날때까지 끝난게 아닌 장면들도 좋았습니다!!!!  ","Rechal(mynr****)","2019.07.03 03:06"
"10","기대하고봐도 재미있다  ","윤태웅(ytw0****)","2019.07.03 03:04"
"10","피터가 울면 같이 울고 웃으면 같이 웃게되던 영화, 번역도 너무 좋았고 통수를 오지게 맞아서 다보고나니 뒷통수에 구멍이 날 지경. 후속작은 커녕 다음 마블영화 10개월 뒤에 나오는게 이렇게 슬플수가 없음오늘보고 아직도 뒷얘기 궁금해서 다른걸 못하겠다  ","오예(ekgo****)","2019.07.03 03:03"
"10","처음부터 쿠키까지 너무 재밌잖아..  ","기타(kita****)","2019.07.03 03:00"
