"score","review","writer","datetime"
"10","토니 스타크가 피터 파커를 얼마나 사랑하는지 알 수 있는 영화  ","이예린(leey****)","2019.07.02 09:00"
"8","이 글을 보신 모든분들 인생 대박나고 가족 모두가 만수무강 입니다  ","최정규(cjg4****)","2019.07.02 09:17"
"10","유투버들 다 틀렸어 ㅋㅋㅋ멀티버스는 개뿔... 관광버스만 무지허게 나옴 ㅋㅋㅋ 어쨌든 2시간 넘게 계속 찌리릿 했네요 역시 영화는 마블... 번역은 황석희...  ","키타맨(jhon****)","2019.07.02 09:00"
"9","cg 팀은 과로사 직전까지 갔을것이야...  ","게이(mg08****)","2019.07.02 15:04"
"10","67% 정도 기대했지만 100% 재밌었어요  ","love****","2019.07.02 12:28"
"9","젠장 캡틴은 어떻게 저걾 맞추는거야????  ","qorg****","2019.07.02 10:44"
"10","토니스타크 이정도면 빌런제조기아니냐  ","meen1219(mins****)","2019.07.02 13:26"
"10","피터 찌리릿은 황석희 번역가가 아니었다면 나올 수 없었다.  ","박재민(jaem****)","2019.07.02 12:14"
"10","영화관에서 떠들지 맙시다. 소곤소곤대지 맙시다. 애들 데리고 와서 시끄럽게 하지 맙시다. 앞자리 발로 툭툭 차지 맙시다. 커플끼리 과도한 애정행위 하지 맙시다.  ","queen(mara****)","2019.07.02 09:23"
"8","토비 맥과이어 스파이더맨 때부터 봐왔다면 쿠키영상 때 소름 돋으실 겁니다.  ","Shark(moon****)","2019.07.02 09:03"
"10","쿠키영상은 2개, 둘다 매우 충격적  ","su45****","2019.07.02 10:42"
"9","제트기에서 아이언맨브금 나오면서 피터가 슈트만드는 장면은 진짜 코끝이 찡했어요..  ","김도현(kdh0****)","2019.07.02 13:12"
"10","톰 홀랜드가 멋있다 추천    앤드류가필드가 멋있다 비추천  ","이히(dksq****)","2019.07.02 12:11"
"10","토니 장례식이 끝나고 49재 보는 느낌  ","urim****","2019.07.02 11:13"
"10","관람객 : 이런 ㅆ..!아직도 남아있는 토니스타크의 온기ㅠ(쿠키영상 2개 다 봐야함)  ","cjhc****","2019.07.02 09:19"
"10","영화 보면서 뒤통수 몇번이나 맞은거얔ㅋㅋㅋㅋ  ","긍정이(jsys****)","2019.07.02 09:57"
"10","미스테리오 연출은 진짜 마블의 천재적인 발상인듯  ","tptj****","2019.07.02 13:44"
"9","피터가 한층 더 ""히어로""로서 성장하는 영화  ","친절한효자손(rgy0****)","2019.07.02 10:01"
"10","토니 스파크 죽어서도 마블 살리다  ","포카리(only****)","2019.07.02 11:54"
"10","피터 눈에 눈물 고일때마다 마음이 찡ㅠㅠ  ","수진(crea****)","2019.07.02 11:54"
"10","방금 조조보고 나왔는데 햇살 너무 부시다 이디스가 필요하다  ","SKIRON144(wssj****)","2019.07.02 11:34"
"10","와 진짜...대박임... 아이언맨1 봤을 때 그 느낌...짱임....  ","해세다(uplo****)","2019.07.02 10:32"
"10","관람객소니야 빨리 판권 넘겨라..  ","디앙(nadi****)","2019.07.02 14:59"
"10","마지막 쿠키영상이 이렇게 의미있는 영화 오랜만에 보는듯. 원래 크레딧 다 올라가고 나오는 영상은 그냥 서비스용이 많았는데 이번껀 마블의 새로운 10년을 살짝 보여주는 의미있는 크레딧이니 꼭 다 챙겨보시고 나오세요!  ","n910****","2019.07.02 10:31"
"10","평점 낮게 주신 분들은 아마 엔드게임의 웅장함에 매료되었다가 히어로가 한명만 나오기도하고 스케일 작아져서 조금 실망하신듯 한데, 저는 10점만점이었습니다. 개그요소도 잘챙기고 액션도 굉장했고, 맨인블랙에서 토르레퍼런스 망한거와 다르게 캡틴 래퍼런스 굳  ","케노비(freq****)","2019.07.02 11:21"
"10","이 작품을 마지막으로 마블 시리지는 이제 그만 봐야겠다고 마음 먹고 극장엘 갔는데, 영화가 '응 쓸떼없는 생각 그만하고 계속봐' 이러네요. 일단 USB로 빼간 정보가 다음 편에선 어떻게 위기로 다가올지 궁금해서라도 봐야겠어요.  ","2쿼터 후반(grin****)","2019.07.02 11:40"
"10","존잼! 휘트니 휴스턴 목소리를 영화관에서 듣는 보너스까지!  ","ph2s****","2019.07.02 10:46"
"10","쿠키영상 임팩트가 장난 아니네 꼭 보세요  ","엘리시아(corh****)","2019.07.02 09:00"
"10","뉴스는 거짓말 하지 않는다던 피터파커.... 뉴스에 뒤통수 씨게 맞아 버리고 다음 영화를 기대하게 만든다  ","하프물범(kdw5****)","2019.07.02 14:50"
"10","하이틴영화같이 가볍다고 느껴질 수도 있지만 스파이더맨이기에 가능한 느낌이라 더 좋았는데. 극 중 아직 16살밖에 되지 않은 어린 영웅의 성장이야기! 재밌었다!  ","푸푸(ssae****)","2019.07.02 10:44"
"10","미스테리오랑 싸울 때 cg지렸음. ㄹㅇ 내가 당하는 느낌  ","소설가J(lie_****)","2019.07.02 19:45"
"10","토니 스타크는 항상 옳았다... 다음 시리즈 기대대는 영화  ","가나다라마바사(hyeo****)","2019.07.02 10:25"
"10","피터의 성장 일기 ㅠㅠㅠ 토니가 얼마나 피터를 좋아했는지 알게해주는 영화 ㅠㅠㅠㅠ  ","꿈하늘(ksha****)","2019.07.02 10:07"
"10","토니가 아이언맨을 만들 때 나오던 노래가 흘러나오는데 울컥ㅠㅠ 토니는 죽어서도 피터를 성장시키는 원동력이 된다. 다음 어벤져스는 또 얼마나 스케일을 키울려고...  ","이코(leni****)","2019.07.02 11:10"
"10","토니스타크가 참 적들을 많이 만들어났음ㅋ  ","jh80(jong****)","2019.07.02 12:28"
"10","EIDTH: Even if i'm dead i'm the hero  ","은(wolf****)","2019.07.02 12:27"
"8","어쩐지 영화내내 닉퓨리가 좀 어색한 느낌이 있었다  쟤들이 누군지 캠틴마블 안 본 사람들은 좀  이해 어려웠을듯  ","성공(tyts****)","2019.07.02 16:40"
"10","통수에 통수에 통수에 통수  ","가을하늘(skys****)","2019.07.02 10:38"
"10","어벤져스:엔드게임의 여운이 채 가시기도 전에 또 다른 즐거움을 선사하는 마블은 언제나 사랑입니다  ","Clayton Kershaw(poze****)","2019.07.02 11:16"
"10","토니스타크씨 보고 계시죠?? 피터가 이만큼 성장했어요.  ","이승재(ccoc****)","2019.07.02 13:13"
"10","물,불,흙 어쩌고....미스테리오팀 다 이과라 스토리 넘 못짜서 망함. 문과의 중요성.  ","또잉(dh77****)","2019.07.02 23:03"
"10","아이언맨이라는 캐릭터보다 배우 로다주의 빈자리가 너무나도 크게 느껴졌던 영화였네요... 톰 홀랜드는 눈시울을 붉히면서 어찌그리 눈물연기를 맛깔나게 잘하던지ㅠㅠ 재밌게 잘 보고 왔습니다  ","곰팅이(aswd****)","2019.07.02 12:59"
"8","특수 효과에 속아넘어간  건 영화속 세상일까 현실속 관객일까  ","러쉬타임(iili****)","2019.07.02 10:43"
"10","피터 파커 가 시빌워때는 못느꼇는데 갈수록 너무 잘생겼네요  ㅋ  아이맥스로 봤더니 슈트가 너무 디테일하게 바로코앞에서 보여서 신기했네요  재밋어요  ","한영(jsm0****)","2019.07.02 13:42"
"9","전투씬이 아주 화려해졌네요. 이전작에서 스파이디 센스가 안보여진게 많이 지적되었는지 은근 신경쓴 모습도 좋았습니다. 고등학생들 풋풋한 모습과 슈퍼히어로서의 고뇌와 부담감도 너무 무겁지 않게 잘 표현한 듯 합니다. 실제 영화관 관객 분위기도 좋았어요  ","모짜(nath****)","2019.07.02 12:16"
"9","우주갔다가 과거갔다가 지친 우리들에게 다시 비교적 편하게? 한템포 쉬었다 가자 말해주는거 같다 오랜만에 초기 스파이더맨 감상한 느낌  ","윗치(keny****)","2019.07.02 09:34"
"10","없지만 있었고, 있지만 없었다.  ","화니(zozi****)","2019.07.02 10:05"
"10","지금까지 마블 영화 다 봐온 팬으로서, 스파이더맨 시리즈 중 제일 재밌었어요. 개인적으론 재미 면에서 마블 영화 전체 Top5에 든다고 생각합니다. 저는 2D로 봤는데, 여러 시각효과가 많으니 3D/4D로 보시길 추천드려요! 그리고 쿠키영상 2개에요~  ","Take4(llsh****)","2019.07.02 12:27"
"10","아니 유투버가 틀렸니 어쩌니 하는얘기는 왜또 평점에 남기는거냐 스포를 안하면 평이 안써져??? 한심한놈...어휴  ","sheep(uksi****)","2019.07.02 11:25"
"10","처음에 추모하는거 대박이고 너무 신선했다  ","짱이다(sink****)","2019.07.02 14:38"
"10","벌써 스파이더맨 3 보고싶음  ","gkxm****","2019.07.02 13:18"
"10","한마디로그냥 오.졌.다  ","dfeikf(lyan****)","2019.07.02 11:39"
"10","레드제플린 음악나올때 너무 뿌듯하더라  ","양외지적(ekfg****)","2019.07.02 11:09"
"10","비행기에서 피터한테서 토니의 모습을 보고 감동하고 마지막 왓더 파커?!!  ","in14****","2019.07.02 10:03"
"10","다정한 이웃 피터 찌리릿  ","bkr0****","2019.07.02 10:36"
"10","티켓값은 이렇게 쓰는거지. 땡큐 마블. 우리나라 영화는 제발 정신좀 차려라.  ","테오데데(lain****)","2019.07.02 11:14"
"10","미스테리오는 약간 다루기 어려운 빌런인데 잘풀어낸것같습니다 ^^  ","Peter(sai3****)","2019.07.02 14:21"
"10","스파이더 센스가 인상적이었다.  ","sai1****","2019.07.02 09:08"
"10","인천cgv에서 7월1일12시 50분영화 과장없이 한시간정도 휴대폰 하신 분 그럴꺼면 왜 보러오셨나요?? 친구는 열심히 보던데 친구 따라오셨나요? 친구는 그렇게 잘따르면서 부모님 가정교육은 왜 안듣는건지,,아 혹시 없으신가요? 없으면 죄송합니다~ ㅠ  ","한영빈(hyb6****)","2019.07.02 15:27"
"9","아이어맨이 더욱 그리워지는 영화토니형 3000만큼 보고 싶어..  ","잉어빵(kb20****)","2019.07.02 17:16"
"10","개인적으로 스파이더맨 역대급 긴장감과 액션이라고 얘기하고 싶은 영화네요중간중간 피터가 토니와 겹치는 모습도 인상적이였습니다  ","두두리(123s****)","2019.07.02 13:19"
"10","비행기에서 수트 만들 때 레드제플린 노래 나올 때....와....아이언맨....  ","그린하우스케어(rnjs****)","2019.07.02 16:52"
"10","오해하는 사람이 너무 많네...해피랑 피터가 비행기 안에서 만나서 나온 노래는 레드 제플린 노래가 아니라 acdc의 back in black 이라는 노래임  ","gye(gyeo****)","2019.07.02 19:54"
"10","관람객해피가 음악틀때 소름돋았음..토니와 피터의 오마주..ㅠ  ","오씨(star****)","2019.07.02 14:23"
"10","자꾸 어른들이 피터에게 책임감 떠맡기는거 진짜 싫었음ㅠㅠ우리 피터는 파릇파릇한 고딩인데ㅠㅜ그리고 이번에 스파이더센세와 공중빌딩 액션씬 진짜 잘뽑았다. 보고 소름 돋음ㄷㄷ 피터가 너무 철이 많이 들어서 멘탈이 걱정된다ㅠㅜㅠ토니ㅠㅠ  ","코무(gkdl****)","2019.07.02 21:21"
"10","피터가 수트 만들때 토니랑 판박이라 맴찢ㅠㅠ  ","다몽이(anni****)","2019.07.02 14:48"
"10","관람객홈커밍때와는 다른..  ","김김김(yout****)","2019.07.02 13:53"
"10","스파이더맨 혼자서도 가능하다는걸 보여준 마블의 새로운 비젼  ","에스델(ainc****)","2019.07.02 13:00"
"10","마블시리즈 중에서도 손꼽히는 수작  ","까불지마(mado****)","2019.07.02 11:55"
"9","관람객MJ 보다보니 매력있네  ","립플(chij****)","2019.07.03 00:23"
"10","드론이 얼마나 무서운지 알게되었다.  ","그녀의방뎅이(alsg****)","2019.07.02 19:37"
"10","영화 시작하고 휘트니휘스턴 노래 나오는데 왜그리 짠한지...  ","박동규(risi****)","2019.07.03 10:26"
"10","이제 아이언맨의 다음 세대 가 시작 된다는 것 을 진짜로 느끼게 되었다 ㅠㅠㅠ 그림 이나 영상 이나 사진 으로 밖에 접할 수 없다니.. 아이언맨 의 흔적들이 많이 보여서 그리웠고 스파이더맨 액션씬이 너무 넘사벽 간지라서 소름돋았다 액션씬 최고 !!  ","메롱(fhxl****)","2019.07.02 15:07"
"10","휘트니휴스턴 I will always love you 노래랑 아이언맨, 캡틴, 블랙위도우 사진나올때 뭔가 찡햇다  ","skil****","2019.07.02 17:29"
"10","심야 24시 영화 보는데 수면제 먹지 않은 이상 잠이 올수가 없다.영화자체도 오졌는데 쿠키는 역대급이다.쿠키에 똥을 저렇게 싸놓고 3편을 어떻게 치울려나.  ","stsd****","2019.07.02 15:06"
"8","관람객그 smi가 번역 안해서 행복합니다.  ","BlackMetallic(adda****)","2019.07.02 16:24"
"10","내가 거미줄액션 맘먹고만들면 개쩔게만들수있다 라고 감독이 보여준영화  ","v136(alco****)","2019.07.02 19:20"
"10","관객도 찌리릿 했다. 성장과 찌리릿을 모두 느낄 수 있었던 영화.  ","유진(oha0****)","2019.07.02 13:13"
"9","옛 영화의 브금들이 중간중간 나와서 좋았고 볼거리좋았음 근대 내가 못하는 사랑얘기때문에 1점뺌  ","케사장(kyun****)","2019.07.02 13:34"
"10","진짜 액션 기대 1도 안하고 갔는데 너무 개쩔어서 속으로 함성지르고 씨지 에졌고 환영 진짜 스포될까봐 말 안하는데 중간에 눈물 흘릴 뻔 했다 스파이더맨 모든 시리즈 그중 최고임 진짜 스포 당하고 보는 사람들이 너무 아까울 정도. 스포하지 마세요 진짜로  ","Qu(qkra****)","2019.07.02 21:27"
"9","이제야 정말 스파이더맨이된 느낌이네여!!!하지만 피터는 앞으로 어떻게 할지 궁금하네여  ","chlw****","2019.07.02 13:14"
"10","미스테리오라는 빌런을 너무 잘 표현했다. 마블 팬으로서 너무 만족  ","HIS(dlrt****)","2019.07.02 21:43"
"8","Back In Balck 을 다시 듣기만 해도 아이언맨의 향기를 느낄 수 있다니  ","아지뱀(yhoc****)","2019.07.02 11:42"
"10","수트부분에서 저만 울었나요?? 진짜 토니 스타크생각나서 찡했다...!!  ","푸후리(popo****)","2019.07.02 22:16"
"10","와 완전 미쳤네; 마지막 환영 전투신 보면서 오줌 질질 지렸음. 진짜 마블 올타임 No.1이다!!  ","이슬젖은산딸기(rock****)","2019.07.02 11:15"
"8","이 정도면  아주 잘 뽑았다  ","podo****","2019.07.02 12:26"
"10","옛날 토비 맥과이어 스파이더맨 시리즈에 나온 시몬스 J.K.배우가 이번 스파이더맨 파프롬홈에 똑같은 역할 조너 제임슨 국장을 맡다니 역대급이다. 스파이더맨을 잘 아는 사람은 다 알듯.  ","jing****","2019.07.02 10:04"
"10","죽어서도 나는 영웅이다.이디스~보는내내 토니가 생각나는 영화였음ㅠㅠ  ","chm2****","2019.07.02 14:30"
"10","톰홀랜드 얼굴이 다했습니다. 톰홀랜드 사랑합니다.  ","공쥬(pjhs****)","2019.07.02 21:12"
"10","아이언맨때문에 또 울컥했다 비행기안에서의 해피와 대화는 정말 ㅠ  ","어맨우(roya****)","2019.07.02 19:18"
"8","븅.신들이...애초에 스파이더맨단독영환데, 어벤져스5라고 생각하고 보는게 빡대갈인거지...  ","꽃다방미스차(ckcj****)","2019.07.02 21:29"
"10","유럽여행 가고싶게 만드는 영화  ","닭도리장인(rlad****)","2019.07.02 22:14"
"9","솔직히 크게 기대 안했는데 생각보다 볼만했습니다. 유치한 건 샤잠 같은 거나 유치하다고 하는거지 이정도 무게면 고등학생 주인공 치고 적절하고 성인들도 가볍게 웃으면서 볼 수준입니다.실제로도 주위 성인 관람객들 키득 거리면서 잘 보시더군요.  ","김태순(kimn****)","2019.07.02 12:13"
"10","경이롭다. 엔드게임 이후로도 이정도 전율을 뽑아낼 수 있따는게...  ","kkpj****","2019.07.03 00:01"
"9","피터 좀 가만히 놔둬라 ㅠ  ","youn****","2019.07.02 12:25"
"10","마블 배우들 연기도 왜이리 잘하냐 톰 홀랜드 첨엔 스파이더맨 안어울릴거 같았는데 점점 스파이더맨 = 톰 홀랜드 되는거 같다  ","semg****","2019.07.02 13:17"
"10","또 보고 싶은 영화또 보고 싶은 피터 파커 얼굴  ","방민아(cjoy****)","2019.07.02 13:18"
"10","쿠키영상이 충격이네요 꼭 보시길 2개 있습니다  ","리기다(dkff****)","2019.07.02 12:13"
"10","진짜 톰홀랜드라는 배우한테 푹빠지게됨  ","Cch(clar****)","2019.07.03 20:35"
"10","관람객CG팀의 노고에 박수를  ","pqkr****","2019.07.04 00:56"
"10","사람들이 앤드게임이 스케일 커지니  보는 눈이 높아져서  별로다 그랬는데 난 오히려 홈커밍 보다 더 잘 만들었다 생각함.. 빌런도 잘 되있고 아이언맨이 없는 스파이더맨 이야기를 잘 표현 했다 생각듦  ","FatalㅡSS(dbtk****)","2019.07.03 12:29"
"10","톰홀랜드는 연기를 너무 잘한다  ","서진(sogi****)","2019.07.03 15:41"
"6","대체 주인공이 아이언맨인지 스파이더맨인지?어째 마블 페이즈 영화 스토리에 스파이더맨을 끼워넣기식으로 만든 듯? 스파이더맨 솔로 서시가 보이지 않음아... 물론 킬링타임으론 괜찮음  ","M케이트(vove****)","2019.07.04 04:38"
"6","관람객영상과 캐릭터는 좋았는데 하이틴 분위기가 너무 심해서 B급 감성마저 느껴짐 아직 스파이더맨이 어리니까 성장하는 모습을 보여주려는 건 알겠는데 여태 계속 성장해왔잖음 또 똑같은 주제로 또 고민하고 또 성장함 심지어 깊이는 더 얕아짐  ","문규리(qra0****)","2019.07.05 02:34"
"10","관람객너무 재밌엉 진짜진짜맘에 짜리릿  ","김솔아(sola****)","2019.07.03 10:26"
"10","앞부분 추모장면 너무 그리움이 느껴졌고 새 시대를 알리는 작품  ","앤불린(0807****)","2019.07.02 19:48"
"10","액션굿 스토리굿 앛으로도기대됨  ","으아아이패드(ipad****)","2019.07.02 13:13"
"9","예고편 너무 두루뭉술하게 나왔다 왜 이렇게 나왔을까란 생각들면서 보고나면 좀 실망하지 않을까 했었다. 근데 영화를 보니 그렇게 나올 수 밖에 없었다는 생각이 들었다. 또한 의문이었던 점들도 '이래서 였구나' ,'그럼그렇지' 라는 생각이 들었  ","김동혁(ksu8****)","2019.07.02 17:57"
"6","스파이더맨이 아직 애라는 설정을 넣고 싶던 것 같은데 그 점이 답답하게 느껴졌다 그리고 MJ 타령은 진부하다 액션은 재밌었지만 스토리는 솔직히 유치했다 그럼에도 마지막 쿠키영상이 다음 영화들을 기대하게 한다  ","iseg****","2019.07.02 17:23"
"10","아니 이번주주말에 보러가려고했는데 연예인 기사댓글에 뜬금없이 스포 하는 색기들 있어서 꼼짝없이 당함 제발좀 스포하지마라 스포하는사람들 학생이면 수능때 아파서 망할거고직장인이면 월급밀리거나 정리해고 당하길바람  ","미니마니모(jsy9****)","2019.07.02 12:40"
"1","스파이더맨은 아이언맨이 아니다.스파이더맨은 슈트에 의존하지 않는다.사고 치는 철없는 어린애 히어로가 아니다.마블은 스파이더맨을 아이언맨처럼 만들려는멍청한 짓을 하고있다. 명백한 실수다.  ","스누피네(asb1****)","2019.07.07 00:50"
"2","기대했는데 스토리도 별로고 좀 산만함  ","지원(mous****)","2019.07.04 13:35"
"10","반일이니 뭐니 하면서 일본기업이 배급한 영화는 잘만 보네요?ㅋㅋㅋ 이중성 오지구연~^-^  ","zina****","2019.07.05 01:28"
"2","노잼 너무 지루해서 3시간 짜리인줄  ","세덤(jsy5****)","2019.07.07 01:02"
"1","빌런 관객 우롱, 이런 악당 설정까지 받아들여야 하나? 악당이 그리도 없어?  ","aromi(nodm****)","2019.07.07 06:22"
"1","토비 맥과이어 때 스파이더맨을 원하시거나 그때 팬이신 분들은 진짜 노잼일것 같네요.. 저도 그랬고.. 그냥 코믹만 잔뜩들어가있고 과한 cg사용에, 거미줄로 드론만 쏘다가 끝난 영화...  ","소울 트리(dd16****)","2019.07.07 01:18"
"2","이제 마블 시대도 저무는 걸 체감했다. 늘어지고 지루하고, 시간 아깝다. 우주를 위협하던 타노스, 토르, 어벤저스 영웅들과 함께하던 주인공이 뭔 특수효과팀한테 발리냐?  ","강건우(vale****)","2019.07.07 11:05"
"1","여주는진ㅉㅏ너무하네 ㅡㅡ  ","난누군가또여긴(onet****)","2019.07.07 04:20"
"1","영상미는 좋았지만 어줍짢은 연속된 유머, 틀이서로맞지않은 스토리전개, 맹하고 겨우끼워맞춘 러브라인과 연출, 잘못된설정   토니스타크가죽으면서 마블도같이죽어버린느낌. 같잖다  너무실망함  ","또랑(whee****)","2019.07.07 09:54"
"2","솔직히 홈커밍때부터 스파이더맨 영환지 아이언맨 속편인지 헷갈릴정도로 아이언맨 얘기가 자주나오고 내용면에서 겹침. 슈트도 그렇고. 스파이더맨 솔로무비로서 정체성이 없음.  빌런도 스타크때매 생기고;;  ","빈(been****)","2019.07.04 14:24"
"2","난 왜 재미없지..ㅠㅠ  ","wine****","2019.07.04 23:51"
"4","너무 기대한걸까... 시종일관 웃기려고하는데 웃는 관객이 거의 없네요, 그냥 피터파커의 성장일기 중,고딩용 하이틴물같은 느낌이랄까  마블이 이정도 밖에 못만들까하는 느낌...  아이언맨만 죽은게 아니라 마블도 죽어가는 느낌  넘 아쉽네요  ","영원히(2000****)","2019.07.05 11:57"
"4","스토리 자체가 마블에 있어서 별로 무의미한 영화... 그저 cg를 화려하게 해 놓아 액션씬만 신경 쓴 듯한 영화.. 내용 흐름이 단순해서 딱히 다음 장면이 기대되지 않았음  ","김재명(kjm5****)","2019.07.04 01:32"
"2","별 반개도 아까움.미스테리오에게 이디스 넘기는 장면은 근래 본 영화중 가장 억지 스러웠고, 파커가 술집을 나간뒤 미스테리오가 주요 멤버 하나하나 가리키며 어떻게 이 상황극을 꾸몄는지 설명하는 씬에선 연출자의 성의가 1도 보이지 않았음.  ","활동사진(ziyo****)","2019.07.08 04:42"
"1","졸면서 봤다... 지루한 장면이 왜이렇게 많냐?  ","바오 bao(sing****)","2019.07.07 16:10"
"4","기대만큼 재미없었어요 ㅜ  크레딧 영상 2번째가 젤 재미 있음 ㅎ  ","부산하객대행(ddss****)","2019.07.07 06:12"
"6","이번 메인빌런은 스파이더맨 영화 통틀어서 제일 개성없고 약하고 재미없는 빌런...  ","eowj****","2019.07.05 04:31"
"1","생각보다 별로였음 정신없고 디즈니채널에서 하는 아동드라마인줄  ","수퍼소닉(eoqh****)","2019.07.04 15:07"
"6","지금까지성장했던걸 리셋시키고 이제성장드라마찍는..이번스파이더맨은 연애못해안달난 어린애가되고.원래스파이더맨은 자기주변위험할까봐 사귀지도않는데..스탠리는 스파이더맨은불쌍해야한댔는데, 안타깝긴커녕 그냥 히어로놀이하다가 이제쫄은거같음. 아이언맨그림자에가려진  ","Diana(vani****)","2019.07.03 05:48"
"6","팬심에 만점주는 사람들이 많다. 영화 자체로는상당한 허술함이 있다. 전작에 비해서는 한발짝 후퇴. 다음편에는 아이언맨의 그늘을 벗어나기를.  ","센티베어(kwsw****)","2019.07.07 01:51"
"5","같은 플롯에 과도한 CG, 비슷한 유모코드를 히어로만 바꾸어 생성해 나가는게 시리즈 유지에 도움은 안될거 같다.  ","iaiv****","2019.07.07 01:09"
"10","어린 친구들이 피터 파커가 성장하는 걸 보면서 새로운 마블 시리즈의 팬이 될 것 같네요!  ","전재윤(rnsn****)","2019.07.02 15:07"
"2","스파이더맨 시리즈중 최악입니다.  ","카리스마(o_ye****)","2019.07.07 22:37"
"2","최악입니다. 유치해서 못 보겠네요.  ","anti****","2019.07.07 01:23"
"4","정말 이게 재밌어요? 댓글들 보니 놀랍네요 ㅜ 연기는 왜케 못하고 어색한지 ㅜ 역시 난 히어로물 안맞아 ㅜ  ","랑숭이(rang****)","2019.07.07 09:52"
"2","걍 별로 핵노잼...ㅜㅜㅜ  ","KRC(dolg****)","2019.07.07 10:52"
"6","관람객저는 보는 내내 뭔가 많이 아쉬웠네요. 자연스러움이 좀 덜한 느낌..?  ","오성탁(tjdx****)","2019.07.07 07:34"
"3","아....나의 스파이더맨을 이렇게 만들어버리다니...솔직히 노잼이야..ㅠㅠ  ","알차(jjan****)","2019.07.05 02:04"
"2","마블 코믹스가 아닌 소니 픽쳐스로 바뀌니 예전에 소니 픽쳐스가 배급한 스파리더맨 1,2,3 시리즈를 보는 것 같다.자꾸 토니 스타크만 언급하며 억지로 연결시키는 것이 부담스럽다.개 실망  ","지민지호(ryuk****)","2019.07.07 07:15"
"1","개노잼 스파이더맨은 믿고 걸러야함 역시 무슨 하이틴 영화로 만들어 놨냐 여자애는 답도 없다 아휴  ","chas****","2019.07.07 01:21"
"1","솔직하게 재미없어요..  ","코우쿄우(qkrr****)","2019.07.06 17:12"
"1","‘ 스파이더 맨 ‘은 1,2편 이후로는 하나같이 너저분한 졸작. 이따위로 유치껄렁하게 전개하려면 스파이더맨 브랜드를 사용하지 마라~  ","알다마(rock****)","2019.07.04 20:35"
"2","드론하고싸우고 끊나넹  ","kyg3****","2019.07.04 13:57"
"2","캡틴마블 급이네요..중반전까진 지루하고암걸리고후반부터는 알량한스케일에 하이틴무비수준..아이언맨 없는 마블은 마블이아니구만  ","Sun0615(wlsf****)","2019.07.07 00:43"
"6","DC가 이렇게 만들었으면 분명히 욕먹었을 거다. 마블뽕에 취한 사람들이 점수를 너무 후하게 준다. 영화 내용의 60%가 러브라인이고 나머지가 액션인데 너무 지루했다. 또 두번쨰 쿠키 영상은 관람객들에게 전혀 이해를 못 시켜줘 찜찜함도 남았다.  ","풍경(jgyr****)","2019.07.04 13:43"
"4","솔직히 기대 이하...  ","simple(real****)","2019.07.07 09:35"
"10","제발 애새끼들 데리고와서 신경도 안쓸꺼면 데려오지마  ","박재현(ejdw****)","2019.07.03 22:06"
"10","피터파커는 톰 홀랜드가 레전드ㅠㅠㅠㅠ  ","김유나(dbsk****)","2019.07.03 10:25"
"10","얼른 가서 톰홀랜드 귀여운것좀 보세요..  ","장서영(aha6****)","2019.07.05 23:08"
"2","개노잼 액션신은 어지럽기만함 돈주고 괜히본느낌 오랜만에 영화보다가졸았음  ","qasad(coco****)","2019.07.04 20:31"
"1","드럽게 재미없음 평점 사기임  ","love****","2019.07.07 09:01"
"4","볼거리는 많은데 왜이리 지루할까...  ","1234(raeh****)","2019.07.05 02:26"
"4","엔드게임 보고 감동받아서 봤는데 이게 스파이더맨이 주인공인지 아이언맨이 주인공인지 알 수 없을 정도로 아이언맨에 대한 얘기가 많이 나오고 드론으로 인한 액션씬은 너무 유치해서 봐줄 수가 없을 정도....결말도 고구마 만오천개는 먹은 느낌 좀 실망적임  ","빗소리(dmsq****)","2019.07.04 21:47"
"2","너무 잼없다 내용도 별로고 중간에 나옴 재미없어서후회막심평점는 왜좋은건지 이해불가  ","사랑모아가발(clea****)","2019.07.07 08:02"
"2","액션과 cg, 개그요소는 좋았지만 스토리가 너무 별로였습니다  ","꼬마돌(qwer****)","2019.07.04 14:04"
"1","지루하기 이를데 없는...  ","불량감자(pand****)","2019.07.04 17:57"
"1","드론만 나오고 재미없네유...  ","만수(fami****)","2019.07.04 12:14"
"1","마블 아이언맨떠나니 훅 가버리는군...왜이렇게알바는 많은거...마블유머도  핵노잼되버림...  ","Jfowner(woos****)","2019.07.04 13:29"
"8","관람객미스테리오 끝까지 치사한 놈  ","choi****","2019.07.03 18:38"
"2","어린 스파이디 유럽여행기  ","범선유랑(wone****)","2019.07.08 10:52"
"10","관람객역시 스파이더맨^^최고최고  ","브라우니(sora****)","2019.07.03 00:17"
"5","보다 절반은 잤어요 마블의리로 봤네요  ","블랙베리(mint****)","2019.07.08 11:40"
"9","스파이더맨 영화인데 난 왜 아이언맨이 이토록 그리울까? ...  ","시시비비(jos9****)","2019.07.03 20:34"
"2","블랙팬서 홈커밍 파프롬홈  ","Whue(momo****)","2019.07.07 05:31"
"2","진심...심노잼이다....하...  ","26597411(dbrv****)","2019.07.07 01:02"
"6","너무 애들용으로 만들었다.  스파이더맨 하면 피터파커 아니냐. 철학적으로 깊이있는  아쉽네  ","love  love  love(cc14****)","2019.07.07 00:11"
"1","소니가 배급한 영화인데 200만 돌파했네다른 일본제품은 불매하고 일본기업이 배급한 영화는 소비하는 헬조선 깨시민 코스프레 잘 봤습니다.  ","얼굴값좀해라(nofd****)","2019.07.06 10:51"
